YEAR,AVAILABLE TONNE-KILOMETRES PER EMPLOYEE (MILLION),TONNE-KILOMETRES PERFORMED PER EMPLOYEE (MILLION)
2016-17,0.04,0.01
,,
,,
,,
,,
,,
, ,
, , 
, ,
, ,
, ,
